Index,split,beats_all_tickers,significant_vs_all_tickers,min_mean_excess_return,mean_mean_excess_return
0,train,False,False,-0.002306404135422076,1.0333075653337718e-08
1,validation,False,False,-0.0018997894179436467,5.648020775161563e-09
2,all,False,False,-0.0009495474524417166,9.395308413749116e-09
