Split,benchmark_component,equal_weight_component,restricted_random_component,markowitz_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,1.0173964297448028,2.285546419236991e-05,0.06419552464681853,-1.1490925192354906,0.7089726778157611,10.32023331184182,5.0,4.340241998434067,11.621486281843838
validation,-1.597858194338329,1.6343209051313145e-05,-0.27922607652612613,4.044789231680617,1.9145939884986642,7.22384925678574,5.0,4.259854853153229,12.046309696156388
all,0.49388796170789484,2.1551961952675276e-05,-0.004550374309436378,-0.10294792072209791,0.953130790432883,10.67902333220366,5.0,4.324151426553726,12.694413914721132
