Epoch,train_total_loss,train_actor_loss,train_critic_loss,train_bc_loss,train_entropy,train_demo_training_reward,train_demo_excess_return,train_policy_excess_return,train_policy_training_reward,validation_demo_training_reward,validation_demo_excess_return,validation_policy_excess_return,validation_policy_training_reward,validation_t_statistic,validation_p_value,selected_checkpoint
11,0.4399090614615445,-0.618690255155974,1.0585993154767597,0.054616629578280104,-12.935130206021396,0.01484735868871212,0.014007612131536007,-0.00032535067293792963,0.0005143972230143845,0.020131001248955727,0.020421506837010384,0.0015230549033731222,0.001232548733241856,2.751310330194729,0.0032297653366981883,False
12,0.346594488649277,-0.5827768487793407,0.9293713374286177,0.05442497013003062,-13.164796377483167,0.01484735868871212,0.014007612131536007,-7.782598549965769e-05,0.0007619219250045717,0.020131001248955727,0.020421506837010384,0.0014924611896276474,0.0012019550194963813,2.67874358422275,0.003990399867747463,False
13,0.3512292241936095,-0.6932006036265616,1.044429827820171,0.05452202032342482,-12.906698769929877,0.01484735868871212,0.014007612131536007,-0.0001614153734408319,0.0006783325225114822,0.020131001248955727,0.020421506837010384,0.0014781886711716652,0.0011876823846250772,2.686958212598288,0.003896843754594842,False
14,0.3392942477213709,-0.7172826274463007,1.0565768729128906,0.05405149886910425,-13.278523034456244,0.01484735868871212,0.014007612131536007,0.0007548069697804749,0.001594554865732789,0.020131001248955727,0.020421506837010384,0.0014857396017760038,0.0011952334316447377,2.6517169140059575,0.004312673289893274,False
15,0.41985200352645946,-0.6161568060018229,1.0360088060347088,0.05353267950732172,-13.24744371478067,0.01484735868871212,0.014007612131536007,0.0002735398302320391,0.0011132877552881837,0.020131001248955727,0.020421506837010384,0.0015930277295410633,0.0013025214429944754,2.9130187731270967,0.0019852566948259536,False
16,0.33969576749505037,-0.6177846943362478,0.9574804618312982,0.053973084716705616,-12.946431917436955,0.01484735868871212,0.014007612131536007,0.00018057982379104942,0.0010203276760876179,0.020131001248955727,0.020421506837010384,0.0015162928029894829,0.0012257866328582168,2.750150322213021,0.003240811750337559,False
17,0.27102967198385575,-0.7369168962588151,1.007946568242671,0.053906299815508735,-13.487995188772393,0.01484735868871212,0.014007612131536007,0.0009701549424789846,0.001809902722015977,0.020131001248955727,0.020421506837010384,0.0015608693938702345,0.0012703632237389684,2.81230652223745,0.0026948236566892874,False
18,0.299348402394062,-0.8145679874283275,1.1139163898223896,0.053468558883838106,-13.990335345838629,0.01484735868871212,0.014007612131536007,0.0005150471115484834,0.0013547950657084584,0.020131001248955727,0.020421506837010384,0.001447684713639319,0.0011571785435080528,2.5731696734773823,0.005386470988710151,False
19,0.2446484736848676,-0.8240084645280428,1.0686569379277207,0.05354720133058192,-13.405710439362595,0.01484735868871212,0.014007612131536007,0.0003705327690113336,0.0012102805776521564,0.020131001248955727,0.020421506837010384,0.0018920550355687737,0.0016015488654375076,3.5390347523324364,0.00024767310931611737,True
20,0.27726599231861426,-0.8081796453044745,1.0854456399046062,0.053865380763437186,-13.618114056199362,0.01484735868871212,0.014007612131536007,0.0006774303037673235,0.0015171781415119767,0.020131001248955727,0.020421506837010384,0.0015880930004641414,0.0012975868303328753,2.8853234398280527,0.0021610641275025084,False
21,0.3874879773153643,-0.6663843678515493,1.0538723451669136,0.05315293696080669,-14.345520384574051,0.01484735868871212,0.014007612131536007,0.00175924738869071,0.002598995342850685,0.020131001248955727,0.020421506837010384,0.0017786873504519463,0.0014881810639053583,3.1571862662047474,0.000914812566665108,False
22,0.309746717722222,-0.9339941705813248,1.2437408883035468,0.053079189010784386,-15.753098725131824,0.01484735868871212,0.014007612131536007,0.0019887119997292757,0.0028284599538892508,0.020131001248955727,0.020421506837010384,0.0017097954405471683,0.0014192892704159021,3.234594878472565,0.0007084916812667933,False
23,0.2192432509655017,-0.8365788619484057,1.0558221129139074,0.05320781114640418,-14.61381628410668,0.01484735868871212,0.014007612131536007,0.0018363380804657936,0.0026760860346257687,0.020131001248955727,0.020421506837010384,0.0017960952827706933,0.0015055891126394272,3.2891350378711652,0.0005900502258596227,False
24,0.2704781755876313,-0.9664873951359799,1.2369655707236111,0.053172955280570894,-18.29192452681692,0.01484735868871212,0.014007612131536007,0.0021183735225349665,0.0029581214766949415,0.020131001248955727,0.020421506837010384,0.001032798201777041,0.0007422920316457748,1.5328246536270738,0.0634193139307765,False
25,0.16207411243584738,-0.8142134196450266,0.9762875320808739,0.054053998235880474,-16.797583584580124,0.01484735868871212,0.014007612131536007,0.0013547887792810798,0.002194536617025733,0.020131001248955727,0.020421506837010384,0.001355241984128952,0.001064735813997686,2.463445937332413,0.007286392588397741,False
26,0.11829370431352461,-1.0966977725188698,1.2149914768680432,0.056427025552571675,-17.82933966166665,0.01484735868871212,0.014007612131536007,0.0028857002034783363,0.003725447691977024,0.020131001248955727,0.020421506837010384,0.0012817374663427472,0.0009912311797961593,1.8296969185537846,0.03436336572123359,False
27,-0.2979558461020438,-1.3992067666715413,1.101250919999118,0.06644565098736274,-21.094627699783544,0.01484735868871212,0.014007612131536007,0.003017207607626915,0.00385695556178689,0.020131001248955727,0.020421506837010384,0.0025904951617121696,0.0022999888751655817,3.3295568652981022,0.0005144578705362772,False
28,-0.8812266131907559,-2.080430398147072,1.1992037803932811,0.08760852427288676,-30.013180837676856,0.01484735868871212,0.014007612131536007,0.002499963389709592,0.003339711343869567,0.020131001248955727,0.020421506837010384,-0.0002460539690218866,-0.0005365600809454918,-0.7153360959584764,0.7623982121307853,False
29,-1.6281601572721198,-3.088848979849564,1.4606888134513745,0.09800602039366818,-36.513837056867246,0.01484735868871212,0.014007612131536007,0.00327223539352417,0.004111983347684145,0.020131001248955727,0.020421506837010384,-9.959907765733078e-05,-0.00039010526961646974,-0.42415979462260117,0.6640561834499676,False
30,-1.8272693579276782,-3.7043722394550818,1.8771028815274033,0.09515142679642262,-35.28223083350077,0.01484735868871212,0.014007612131536007,0.002884448738768697,0.003724196692928672,0.020131001248955727,0.020421506837010384,0.00031222280813381076,2.1716696210205555e-05,3.6885718164321113,0.00014394329357095932,False
31,-2.947767830351323,-4.810915547694886,1.863147708217493,0.10397570041948528,-40.67018740713311,0.01484735868871212,0.014007612131536007,0.0025955752935260534,0.003435322782024741,0.020131001248955727,0.020421506837010384,0.00010417180601507425,-0.0001863343350123614,2.6082963872168294,0.004879711152451513,False
32,-3.3685188749760533,-5.660254346126575,2.2917354608836926,0.10335087034690893,-42.670539673435634,0.01484735868871212,0.014007612131536007,0.0030938363634049892,0.003933584317564964,0.020131001248955727,0.020421506837010384,3.927946090698242e-05,-0.00025122668012045324,1.7367154970422063,0.041958951531721494,False
