Ticker,policy_weight
VOO,0.0011555118
IVV,0.0011555118
SPY,0.0011555118
VTI,0.0011555118
QQQ,0.0011555118
VEA,0.0011555118
VUG,0.0011555118
GLD,0.9896004
IEFA,0.0011555118
VTV,0.0011555118
