RebalanceDate,SPY,QQQ,GLD
2015-07-31,0.47210685050992407,0.09752866385861077,0.4303644856314652
2015-08-31,0.37962585324427356,0.10073332933307318,0.5196408174226534
2015-09-30,0.39623579534025083,0.05378892595377636,0.5499752787059727
2015-10-30,0.4304070468990632,0.023882877871876772,0.54571007522906
2015-11-30,0.4413470265874874,0.016630500471840316,0.5420224729406722
2015-12-31,0.4581565276025589,0.0,0.541843472397441
2016-01-29,0.4300022397077667,0.0,0.5699977602922333
2016-02-29,0.4498508887269809,0.0,0.550149111273019
2016-03-31,0.46578412253144574,0.0,0.5342158774685544
2016-04-29,0.4645848714955524,0.0,0.5354151285044477
2016-05-31,0.46813427254744044,6.776263578034403e-19,0.5318657274525596
2016-06-30,0.46542759466044303,0.018763754710331083,0.5158086506292258
2016-07-29,0.49151172466843435,0.000568833599029454,0.5079194417325363
2016-08-31,0.5278440814152779,0.008712340821896801,0.46344357776282524
2016-09-30,0.507733808353244,0.03659270147084584,0.45567349017591025
2016-10-31,0.4935205496340565,0.061167756988942695,0.4453116933770009
2016-11-30,0.5390715613634426,0.0255471546889519,0.43538128394760556
2016-12-30,0.5428666053354982,0.030514593499164418,0.42661880116533735
2017-01-31,0.5355072222729247,0.07906027512185232,0.3854325026052229
2017-02-28,0.5002465561220804,0.12470317090857977,0.3750502729693399
2017-03-31,0.47052860480979736,0.1475385690997872,0.38193282609041546
2017-04-28,0.4484158608806192,0.167092415617202,0.3844917235021788
2017-05-31,0.439776816967331,0.17686399358296878,0.3833591894497003
2017-06-30,0.6202369182162075,0.02304912460912959,0.356713957174663
2017-07-31,0.6320617824590892,0.0008973917847416427,0.3670408257561693
2017-08-31,0.6199213894599548,0.0,0.3800786105400452
2017-09-29,0.6530903160634732,9.671379219311792e-18,0.3469096839365268
2017-10-31,0.6406631005388038,1.1895850436064777e-19,0.35933689946119624
2017-11-30,0.6379614203112683,0.0,0.36203857968873177
2017-12-29,0.6384026088496192,0.0,0.36159739115038086
2018-01-31,0.6243752597635246,0.0,0.37562474023647546
2018-02-28,0.4898956844334202,0.0,0.5101043155665799
2018-03-29,0.44232793332231596,0.0,0.5576720666776841
2018-04-30,0.41479370399497834,0.0,0.5852062960050217
2018-05-31,0.3928893947352475,4.142231707120458e-19,0.6071106052647526
2018-06-29,0.3876161152401983,0.0,0.6123838847598017
2018-07-31,0.37864556988584314,6.357086042186314e-20,0.6213544301141568
2018-08-31,0.3845668202962311,2.683292127547392e-19,0.6154331797037688
2018-09-28,0.3641963788508183,4.50785521974065e-19,0.6358036211491817
2018-10-31,0.3350186363248221,0.0,0.6649813636751779
2018-11-30,0.3000029885497694,0.0,0.6999970114502305
2018-12-31,0.3,0.0,0.7
2019-01-31,0.3,0.0,0.7
2019-02-28,0.3,0.0,0.7
2019-03-29,0.307958070686818,0.0,0.692041929313182
2019-04-30,0.31548542332393964,0.0,0.6845145766760603
2019-05-31,0.314487079530084,5.6379129528406065e-19,0.685512920469916
2019-06-28,0.32608941186818113,0.0,0.6739105881318188
2019-07-31,0.3544165627770092,5.191231600705746e-19,0.6455834372229908
2019-08-30,0.3472951570316968,1.3922964906728589e-19,0.6527048429683032
2019-09-30,0.3686074447228951,0.0,0.6313925552771049
2019-10-31,0.38512677361785863,2.0227920243189753e-19,0.6148732263821414
2019-11-29,0.41221535101869333,0.0,0.5877846489813067
2019-12-31,0.47341153717346585,0.0,0.5265884628265342
2020-01-31,0.49570165135702754,0.0,0.5042983486429725
2020-02-28,0.46758676573052843,0.0,0.5324132342694716
2020-03-31,0.17390647855450586,0.12609352144549432,0.7
2020-04-30,0.20459743892660381,0.09540256107339634,0.7
2020-05-29,0.20286793762268868,0.09713206237731146,0.7
2020-06-30,0.21795691064045378,0.08204308935954638,0.7
2020-07-31,0.21479613360667976,0.08520386639332042,0.7
2020-08-31,0.2537621434599884,0.04623785654001181,0.7
2020-09-30,0.29480959248774163,0.005190407512258357,0.7
2020-10-30,0.3,0.0,0.7
2020-11-30,0.3,0.0,0.7
2020-12-31,0.3,0.0,0.7
2021-01-29,0.3,0.0,0.7
2021-02-26,0.3,0.0,0.7
2021-03-31,0.39917072749543664,0.0,0.6008292725045633
2021-04-30,0.4671051092502484,6.388201117499367e-19,0.5328948907497516
2021-05-28,0.48364840263144826,1.7795408240876116e-18,0.5163515973685517
2021-06-30,0.5677296342102393,0.0,0.4322703657897608
2021-07-30,0.562897160747433,0.0,0.4371028392525671
2021-08-31,0.49958268121780325,5.308028348009951e-19,0.5004173187821969
2021-09-30,0.55236824943897,0.0,0.44763175056103016
2021-10-29,0.5836122467336764,6.491607216942766e-19,0.41638775326632366
2021-11-30,0.5784177616012885,4.027885997250353e-19,0.4215822383987115
2021-12-31,0.5294796304969481,0.0,0.47052036950305187
2022-01-31,0.49959843837869766,2.7272512807594543e-20,0.5004015616213024
2022-02-28,0.4490466802024568,7.032902271334146e-19,0.5509533197975433
2022-03-31,0.45619752613997594,2.016503143150356e-20,0.5438024738600241
2022-04-29,0.41993744277482264,0.0,0.5800625572251774
2022-05-31,0.3824690478445983,8.445061698228269e-19,0.6175309521554018
2022-06-30,0.33610992783132143,2.3245905880899972e-18,0.6638900721686787
2022-07-29,0.33325963301234957,0.0,0.6667403669876505
2022-08-31,0.31024952140311224,0.0,0.6897504785968879
2022-09-30,0.30000000000000016,1.1988620911033416e-18,0.7
2022-10-31,0.30000000000000016,1.1988620911033416e-18,0.7
2022-11-30,0.30000000000000016,1.1988620911033416e-18,0.7
2022-12-30,0.30000000000000016,1.1988620911033416e-18,0.7
2023-01-31,0.30000000000000016,1.1988620911033416e-18,0.7
2023-02-28,0.30000000000000016,1.1988620911033416e-18,0.7
2023-03-31,0.30000000000000016,1.1988620911033416e-18,0.7
2023-04-28,0.30000000000000016,1.1988620911033416e-18,0.7
2023-05-31,0.3048841337656402,7.452978514222786e-19,0.6951158662343597
2023-06-30,0.3415956299166988,8.25592535911561e-19,0.6584043700833011
2023-07-31,0.35066824692059084,1.7932325469541737e-18,0.6493317530794093
2023-08-31,0.3602005232893729,0.0,0.6397994767106272
2023-09-29,0.3802396327972483,0.0,0.6197603672027517
2023-10-31,0.44763193902795756,0.0,0.5523680609720425
2023-11-30,0.4728890418286043,0.0,0.5271109581713957
2023-12-29,0.5078954505802794,0.0,0.49210454941972065
2024-01-31,0.5168283732599562,9.592462542043694e-19,0.4831716267400438
2024-02-29,0.5158077844651677,5.931034197273686e-20,0.4841922155348323
2024-03-28,0.5135616819642401,0.0,0.4864383180357599
2024-04-30,0.536833533399073,0.0,0.463166466600927
2024-05-31,0.5649604756427424,0.0,0.43503952435725746
2024-06-28,0.6055105137968235,5.557588152834402e-19,0.3944894862031766
2024-07-31,0.6044124657929197,0.0,0.3955875342070802
2024-08-30,0.5893770771969296,0.0,0.41062292280307044
2024-09-30,0.5956613219092547,1.6340366158594234e-19,0.40433867809074536
2024-10-31,0.6005512336507869,3.7955725226141674e-19,0.3994487663492131
2024-11-29,0.6358436338452504,1.3919650349710861e-18,0.36415636615474956
2024-12-31,0.6114574885601484,0.0,0.38854251143985163
2025-01-31,0.6019612952698886,0.0,0.39803870473011144
2025-02-28,0.618374908273681,1.426377657243278e-19,0.3816250917263191
2025-03-31,0.56724110377625,8.460891407633897e-20,0.43275889622375013
2025-04-30,0.4169638774347696,0.0,0.5830361225652304
2025-05-30,0.4413528270204412,0.0,0.5586471729795589
2025-06-30,0.4379067973486916,0.0,0.5620932026513086
2025-07-31,0.44203487854009477,0.0,0.5579651214599052
2025-08-29,0.4128590196991279,0.0389154615403127,0.5482255187605595
2025-09-30,0.39239591091953196,0.0718489445416666,0.5357551445388014
2025-10-31,0.4197647460785562,0.08805698513417422,0.49217826878726967
2025-11-28,0.42703782873585727,0.07028996116330173,0.5026722101008411
2025-12-31,0.420620234684794,0.09087983674867037,0.48849992856653557
2026-01-30,0.43619349463370627,0.1483173913026644,0.41548911406362943
2026-02-27,0.4599130987389368,0.15851988677951087,0.38156701448155234
2026-03-31,0.48232610537942733,0.18266306396020268,0.3350108306603701
