Date,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio
portfolio,0.13597886584331498,0.1223559553745648,1.111338352326593,1.4075782684726847,-0.1978557635303564,0.6872625968383891
equal_weight,0.15841077921383429,0.14522971387775666,1.0907601136443226,1.3805281032490933,-0.22967872148375956,0.6897059431125204
benchmark,0.13198388024193775,0.17973645673485614,0.7343189169275652,0.8916797392034835,-0.3371725173727821,0.39144317357281744
