Split,samples,demo_mean_training_reward,policy_mean_excess_return,policy_mean_training_reward,demo_mean_raw_return,demo_mean_excess_return,demo_mean_excess_vs_equal_weight,demo_mean_excess_vs_restricted_random,policy_mean_raw_return,policy_mean_excess_vs_equal_weight,policy_mean_excess_vs_restricted_random,mean_abs_weight_error
train,35.0,0.11569195985794067,0.11554232984781265,0.11569195985794067,0.11995767802000046,0.11554232984781265,0.11488861590623856,0.1150633916258812,0.11995767802000046,0.11488861590623856,0.1150633916258812,0.0
validation,9.0,0.14493665099143982,0.14665232598781586,0.14493665099143982,0.14194925129413605,0.14665232598781586,0.14433051645755768,0.14390824735164642,0.14194925129413605,0.14433051645755768,0.14390824735164642,0.0
all,44.0,0.1216738298535347,0.12190571427345276,0.1216738298535347,0.12445595115423203,0.12190571427345276,0.12091080844402313,0.12096347659826279,0.12445595115423203,0.12091080844402313,0.12096347659826279,0.0
