Split,benchmark_component,equal_weight_component,restricted_random_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,-5.103994749543009,0.0,0.0,4.3644954067923845,-1.2633183247244517,0.0,9.788585901260376,-11.791403568735452
validation,-6.287612175346895,0.0,0.0,-7.77878505492102,-0.8769414630061156,0.0,9.354394376277924,-24.297733069551953
all,4.387890524458812,0.0,0.0,4.534227903302653,6.076374433008908,3.333333333333333,2.937563583254814,15.394262610848891
