Split,benchmark_component,equal_weight_component,restricted_random_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,29.999999999999982,19.99999999999997,14.999999999999968,9.999999999999998,14.592162925503713,10.0,0.0,99.59216292550364
validation,30.0,20.0,15.0,10.0,13.665813690746464,10.0,0.0,98.66581369074646
all,30.0,19.999999999999996,14.999999999999996,10.0,14.840486211544158,10.0,0.0,99.84048621154416
