Split,benchmark_component,equal_weight_component,restricted_random_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,29.95214200370307,19.973141291170972,14.983306479539403,9.99882005971148,14.984477751798766,10.0,0.0,99.89188758592368
validation,29.99298552728555,19.989551910756635,14.991923752101378,9.999668061676218,14.226455747389089,10.0,0.0,99.20058499920887
all,29.96740026214157,19.97776229163265,14.985562633098478,9.99908441026725,14.99308984599187,10.0,0.0,99.92289944313183
