Ticker,policy_weight
VOO,0.09476098
IVV,0.09474121
SPY,0.09476262
VTI,0.09479487
QQQ,0.09483757
VEA,0.09747401
VUG,0.094914615
GLD,0.14264889
IEFA,0.09603906
VTV,0.09502608
