Split,samples,demo_mean_excess_return,policy_mean_excess_return,demo_mean_raw_return,policy_mean_raw_return,mean_abs_weight_error
train,204.0,0.006189584732055664,0.004210735205560923,0.010697961784899235,0.008706185035407543,0.17760007083415985
validation,52.0,0.007492576725780964,0.003127091098576784,0.01531316339969635,0.010937590152025223,0.1710493266582489
all,256.0,0.006454254500567913,0.003936528228223324,0.011635424569249153,0.009105347096920013,0.1001889705657959
