Ticker,policy_weight
ASSET_01,0.061196566
ASSET_02,0.08348102
ASSET_03,0.0778716
ASSET_04,0.15445234
ASSET_05,0.05836029
ASSET_06,0.10566196
ASSET_07,0.13996227
ASSET_08,0.07517942
ASSET_09,0.16833878
ASSET_10,0.07549579
