Split,samples,demo_mean_training_reward,policy_mean_excess_return,policy_mean_training_reward,demo_mean_raw_return,demo_mean_excess_return,demo_mean_excess_vs_equal_weight,demo_mean_excess_vs_restricted_random,policy_mean_raw_return,policy_mean_excess_vs_equal_weight,policy_mean_excess_vs_restricted_random,mean_abs_weight_error
train,2.0,0.3137328326702118,0.3243314027786255,0.3137328326702118,0.29532068967819214,0.3243314027786255,0.3111138939857483,0.3056701719760895,0.29532068967819214,0.3111138939857483,0.3056701719760895,0.0
validation,1.0,0.3090197741985321,0.3120708465576172,0.3090197741985321,0.3257253170013428,0.3120708465576172,0.30441343784332275,0.30147433280944824,0.3257253170013428,0.30441343784332275,0.30147433280944824,0.0
all,3.0,0.31216180324554443,0.32024455070495605,0.31216180324554443,0.3054555654525757,0.32024455070495605,0.30888041853904724,0.30427154898643494,0.3054555654525757,0.30888041853904724,0.30427154898643494,0.0
