Split,samples,demo_mean_excess_return,policy_mean_excess_return,demo_mean_raw_return,policy_mean_raw_return,mean_abs_weight_error
train,204.0,0.007712909020483494,-0.0036870285402983427,0.012612714432179928,0.001203697407618165,0.17798413336277008
validation,52.0,0.006260605528950691,-0.00028304412262514234,0.01099496241658926,0.0044418699108064175,0.174361452460289
all,256.0,0.007417910732328892,0.0010052281431853771,0.012284108437597752,0.005862273275852203,0.11047060787677765
