Split,samples,demo_mean_training_reward,policy_mean_excess_return,policy_mean_training_reward,demo_mean_raw_return,demo_mean_excess_return,demo_mean_excess_vs_equal_weight,demo_mean_excess_vs_restricted_random,policy_mean_raw_return,policy_mean_excess_vs_equal_weight,policy_mean_excess_vs_restricted_random,mean_abs_weight_error
train,167.0,0.025090891867876053,0.024281324818730354,0.025090891867876053,0.029743846505880356,0.024281324818730354,0.02485002391040325,0.024744870141148567,0.029743846505880356,0.02485002391040325,0.024744870141148567,0.0
validation,42.0,0.03198441118001938,0.032147567719221115,0.03198441118001938,0.037830524146556854,0.032147567719221115,0.030587216839194298,0.030830848962068558,0.037830524146556854,0.030587216839194298,0.030830848962068558,0.0
all,209.0,0.026476193219423294,0.02586209774017334,0.026476193219423294,0.0313689187169075,0.02586209774017334,0.026002950966358185,0.02596789039671421,0.0313689187169075,0.026002950966358185,0.02596789039671421,0.0
