Index,split,baseline_ticker,samples,baseline_mean_raw_return,policy_mean_raw_return,policy_mean_excess_return,t_statistic,p_value,significant_outperformance
0,train,GLD,72,0.029476881855063967,0.0399951653348075,0.010518283479743533,3.159833728439872,0.0011600943254550882,True
1,train,IEFA,72,0.009943068027496338,0.0399951653348075,0.030052097307311162,8.813210273637349,2.599658271826849e-13,True
2,train,IVV,72,0.005306147038936615,0.0399951653348075,0.034689018295870885,11.35547435038535,6.353222045683411e-18,True
3,train,QQQ,72,0.00397528459628423,0.0399951653348075,0.036019880738523274,11.183401774332326,1.2801511131012082e-17,True
4,train,SPY,72,0.005273964669969346,0.0399951653348075,0.03472120066483816,11.347947205988145,6.550506351230772e-18,True
5,train,VEA,72,0.012537208696206411,0.0399951653348075,0.02745795663860109,8.292900773778678,2.3935573393242053e-12,True
6,train,VOO,72,0.005302992131974962,0.0399951653348075,0.03469217320283254,11.325297892877032,7.182130359756768e-18,True
7,train,VTI,72,0.005555027888880836,0.0399951653348075,0.034440137445926666,11.1756861549465,1.3211027865351406e-17,True
8,train,VTV,72,0.01039216915766398,0.0399951653348075,0.02960299617714352,8.498508482799613,9.949244143134478e-13,True
9,train,VUG,72,0.0008412789967324999,0.0399951653348075,0.039153886338075004,11.23049346337061,1.0564629069544891e-17,True
10,validation,GLD,18,-0.012620541784498427,0.018151395850711398,0.030771937635209825,3.8981153773560977,0.000578206726264632,True
11,validation,IEFA,18,0.005134529537624783,0.018151395850711398,0.013016866313086616,2.1535733200052354,0.022959407204107565,True
12,validation,IVV,18,0.006279014878802829,0.018151395850711398,0.01187238097190857,2.596220593545479,0.009413310502039831,True
13,validation,QQQ,18,0.01178498731719123,0.018151395850711398,0.006366408533520169,1.1857614496762339,0.12601319547881268,False
14,validation,SPY,18,0.006244675980673896,0.018151395850711398,0.011906719870037503,2.5629896866481614,0.010081621516521566,True
15,validation,VEA,18,0.006402462720870972,0.018151395850711398,0.011748933129840426,1.9893582120075888,0.03149963818749171,True
16,validation,VOO,18,0.0062178075313568115,0.018151395850711398,0.011933588319354586,2.6083391700432816,0.009180254746496372,True
17,validation,VTI,18,0.006434026691648696,0.018151395850711398,0.011717369159062704,2.6235544930535664,0.008895424392291068,True
18,validation,VTV,18,0.0003304746415879991,0.018151395850711398,0.0178209212091234,2.955610865125753,0.004426580636770634,True
19,validation,VUG,18,0.009923325644599067,0.018151395850711398,0.008228070206112333,1.6351416040106768,0.06019937902259065,False
20,all,GLD,90,0.02105739712715149,0.03562641143798828,0.014569014310836792,4.564039474382799,8.002795388920579e-06,True
21,all,IEFA,90,0.008981360329522027,0.03562641143798828,0.026645051108466253,8.719467248831954,7.149483470761425e-14,True
22,all,IVV,90,0.005500720606909858,0.03562641143798828,0.030125690831078425,10.863267304506236,2.689609112903575e-18,True
23,all,QQQ,90,0.00553722514046563,0.03562641143798828,0.03008918629752265,9.865241870704486,3.039178154514478e-16,True
24,all,SPY,90,0.0054681069321102565,0.03562641143798828,0.030158304505878024,10.843772943575084,2.9482119564602253e-18,True
25,all,VEA,90,0.011310259501139322,0.03562641143798828,0.024316151936848957,8.209749878097705,8.053994684209524e-13,True
26,all,VOO,90,0.005485955211851332,0.03562641143798828,0.03014045622613695,10.848235390948545,2.8868964160980455e-18,True
27,all,VTI,90,0.005730827649434407,0.03562641143798828,0.029895583788553875,10.737990732612474,4.853924853728537e-18,True
28,all,VTV,90,0.008379830254448785,0.03562641143798828,0.027246581183539495,8.895361198467931,3.09294506553083e-14,True
29,all,VUG,90,0.002657688326305813,0.03562641143798828,0.03296872311168247,10.20160592868856,6.144203521423158e-17,True
