Split,samples,demo_mean_training_reward,policy_mean_excess_return,policy_mean_training_reward,demo_mean_raw_return,demo_mean_excess_return,demo_mean_excess_vs_equal_weight,demo_mean_excess_vs_restricted_random,demo_mean_excess_vs_markowitz,policy_mean_raw_return,policy_mean_excess_vs_equal_weight,policy_mean_excess_vs_restricted_random,policy_mean_excess_vs_markowitz,mean_abs_weight_error
train,708.0,0.0034970776177942753,0.0003393561055418104,-0.0018278156640008092,0.006037130020558834,0.005664248950779438,0.005324894562363625,0.005392377730458975,0.004865467082709074,0.0007122366223484278,1.5153722721095164e-09,6.748449959559366e-05,-0.0004594261117745191,0.10125365853309631
validation,177.0,0.003931207116693258,-0.0005330786807462573,-0.0010668650502339005,0.00693041505292058,0.004464993719011545,0.004999245051294565,0.004882944747805595,0.006631004624068737,0.001932342885993421,1.1725613831004011e-06,-0.00011512755008880049,0.0016329322243109345,0.09947802126407623
all,885.0,0.0035839034244418144,0.00016486913955304772,-0.00167562544811517,0.006215787027031183,0.005424397997558117,0.005259764846414328,0.0052904910407960415,0.0052185747772455215,0.0009562578634358943,2.357245847406375e-07,3.096208820352331e-05,-4.0954451833385974e-05,0.10089853405952454
