Ticker,policy_weight
GLD,0.10000045
IEFA,0.100000806
IVV,0.09999949
QQQ,0.10000008
SPY,0.09999953
VEA,0.100000955
VOO,0.09999946
VTI,0.09999964
VTV,0.09999982
VUG,0.09999973
