Ticker,policy_weight
VOO,0.09998259
IVV,0.0999852
SPY,0.09999778
VTI,0.099956796
QQQ,0.09995807
VEA,0.10010424
VUG,0.09979867
GLD,0.09973943
IEFA,0.100196324
VTV,0.10028092
