Split,benchmark_component,equal_weight_component,restricted_random_component,markowitz_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,1.2972931848675389,0.02542861488258651,0.01712120122907385,-1.5258228107007454,1.1323117124670972,11.10133168609359,5.0,5.892849415540695,11.154814173298444
validation,-1.5078171010064318,0.003073003960083826,0.05978915060118676,5.737537478771964,0.49224889062293453,8.040769009777394,5.0,5.794445425271988,12.031155007455144
all,0.736063527109283,0.020953887341719248,0.025661722876258338,-0.05267173845438511,1.0047741939457102,11.960593371846214,5.0,5.873153060674667,12.822221903990133
