Index,split,beats_all_tickers,significant_vs_all_tickers,min_mean_excess_return,mean_mean_excess_return
0,train,False,False,-0.0021118154800022406,1.2715547284492933e-05
1,validation,False,False,-0.001394767194024978,1.5377998352051216e-06
2,all,False,False,-0.0011539705055581648,1.0478193477048714e-05
