Split,benchmark_component,equal_weight_component,restricted_random_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,-7.3187872063546235,0.0,0.0,3.719292847150612,-1.9204313319940365,0.0,9.7902300953865,-15.310155786584549
validation,-8.543512283105485,0.0,0.0,-8.076095214630982,-1.2501952029744874,0.0,9.347985684871674,-27.21778838558263
all,7.5471776513222615,0.0,0.0,5.361750807551639,3.8243203290143684,3.333333333333333,3.933662474155422,16.132919647066178
