Split,samples,demo_mean_excess_return,policy_mean_excess_return,demo_mean_raw_return,policy_mean_raw_return,mean_abs_weight_error
train,204.0,0.007149352692067623,-0.0024897996336221695,0.013554856181144714,0.003906602505594492,0.16317050158977509
validation,52.0,0.008878790773451328,-0.00292880367487669,0.0006116571603342891,-0.011201167479157448,0.1557997614145279
all,256.0,0.007500644773244858,0.002570909447968006,0.010925769805908203,0.00598771870136261,0.06556104123592377
