Split,benchmark_component,equal_weight_component,restricted_random_component,markowitz_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,-3.9053558282642413,0.21459044548840261,0.7103336825818559,0.49938519404093873,5.995863217605803,2.016410501418478,2.5,3.190700188279152,4.840527024592085
validation,9.247698266358347,-0.029516198663838027,-4.226826956726617,5.811907934763914,6.308347299968703,0.2586699515211833,0.0,1.89332015812397,15.476960139097724
all,-1.1175056428933228,0.16373775145021727,-0.342246341186959,1.6264615435577754,6.062560849722152,1.8947334089401007,0.0,2.9204126447439194,5.367328924846044
