Split,samples,demo_mean_excess_return,policy_mean_excess_return,demo_mean_raw_return,policy_mean_raw_return,mean_abs_weight_error
train,204.0,0.007149352692067623,-0.0013118842616677284,0.013554856181144714,0.005084517411887646,0.17881865799427032
validation,52.0,0.008878790773451328,0.006224565673619509,0.0006116571603342891,-0.0020477978978306055,0.17255137860774994
all,256.0,0.007500644773244858,0.0033234581351280212,0.010925769805908203,0.006740267388522625,0.04556441307067871
