Split,samples,demo_mean_excess_return,policy_mean_excess_return,demo_mean_raw_return,policy_mean_raw_return,mean_abs_weight_error
train,204.0,0.007712909020483494,0.0011332847643643618,0.012612714432179928,0.006024010479450226,0.178718701004982
validation,52.0,0.006260605528950691,0.010545342229306698,0.01099496241658926,0.01527025643736124,0.17082686722278595
all,256.0,0.007417910732328892,0.003178523387759924,0.012284108437597752,0.00803556852042675,0.1769387423992157
