Split,benchmark_component,equal_weight_component,restricted_random_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,2.763612627290862,0.2997606802191174,1.718184842714169,2.327127963351356,4.822738510270012,3.333333333333333,2.9790030419826476,12.2857549151962
validation,-4.64958222811941,-0.012886522417132663,1.1010121559497594,-2.11661276789569,-0.05285580079495189,0.0,3.15848551690578,-8.889410680183206
all,1.2168760360446076,0.23463036990585276,1.5900191769597185,1.4193131473689284,4.501639757510389,3.333333333333333,3.016395047307012,9.279416773815818
