Split,samples,demo_mean_excess_return,policy_mean_excess_return,demo_mean_raw_return,policy_mean_raw_return,mean_abs_weight_error
train,204.0,0.007712909020483494,0.001829746295697987,0.012612714432179928,0.00672047259286046,0.1787285953760147
validation,52.0,0.006260605528950691,0.012169623747467995,0.01099496241658926,0.016894537955522537,0.17231999337673187
all,256.0,0.007417910732328892,0.004011551849544048,0.012284108437597752,0.008868597447872162,0.17701533436775208
