Index,split,baseline_ticker,samples,baseline_mean_raw_return,policy_mean_raw_return,policy_mean_excess_return,t_statistic,p_value,significant_outperformance
0,train,VOO,1132,0.000709906273090376,0.0011552843946450169,0.00044537812155464094,6.067420155628837,8.85261308806139e-10,True
1,train,IVV,1132,0.0007108622641950951,0.0011552843946450169,0.00044442213044992184,6.056406710637201,9.459755273498318e-10,True
2,train,SPY,1132,0.0007072672405849497,0.0011552843946450169,0.0004480171540600672,6.046576396102531,1.0035851895896718e-09,True
3,train,VTI,1132,0.0007307497856894989,0.0011552843946450169,0.0004245346089555181,5.919392332531735,2.139837949363889e-09,True
4,train,QQQ,1132,0.0006467815843993278,0.0011552843946450169,0.0005085028102456891,3.555116383678667,0.00019670822798198307,True
5,train,VEA,1132,0.0016710219029402987,0.0011552843946450169,-0.0005157375082952816,-5.3681928854725784,0.9999999517742343,False
6,train,VUG,1132,0.0002691901614724958,0.0011552843946450169,0.0008860942331725211,6.064283381663203,9.021551612043221e-10,True
7,train,GLD,1132,0.003244015437554134,0.0011552843946450169,-0.0020887310429091167,-4.310354137599412,0.9999911408941763,False
8,train,IEFA,1132,0.001376882248126997,0.0011552843946450169,-0.00022159785348198018,-1.9983060595567088,0.9770387211516993,False
9,train,VTV,1132,0.0011934560095042306,0.0011552843946450169,-3.817161485921368e-05,-0.2500319646609599,0.5986959818408601,False
10,validation,VOO,284,0.0009809690462031834,0.0004962053097469706,-0.0004847637364562129,-2.8074030976660027,0.9973293020807197,False
11,validation,IVV,284,0.0009824306192532392,0.0004962053097469706,-0.00048622530950626856,-2.814300015691641,0.9973843910521681,False
12,validation,SPY,284,0.0009840114015928457,0.0004962053097469706,-0.00048780609184587506,-2.844065946266319,0.9976104993329352,False
13,validation,VTI,284,0.0010114883033322617,0.0004962053097469706,-0.000515282993585291,-3.0440364770470563,0.9987230976681971,False
14,validation,QQQ,284,0.001851323624731789,0.0004962053097469706,-0.0013551183149848186,-6.160844776021134,0.9999999987604842,False
15,validation,VEA,284,-0.00019570303634858468,0.0004962053097469706,0.0006919083460955553,1.65141650601382,0.04988135862129501,True
16,validation,VUG,284,0.0018637751189755723,0.0004962053097469706,-0.0013675698092286016,-4.394438051192332,0.9999921391636976,False
17,validation,GLD,284,-0.002150090647415376,0.0004962053097469706,0.0026462959571623467,2.8290196612589757,0.0025014728828919573,True
18,validation,IEFA,284,-0.0002625937193212375,0.0004962053097469706,0.0007587990290682081,1.9902274070378525,0.023763893855915725,True
19,validation,VTV,284,-0.00020316956748425122,0.0004962053097469706,0.0006993748772312218,1.9323431425582294,0.027157520162589297,True
20,all,VOO,1416,0.0007642719705226058,0.0010230962166004934,0.0002588242460778878,3.760541509126137,8.822916460033538e-05,True
21,all,IVV,1416,0.0007653293636559093,0.0010230962166004934,0.0002577668529445842,3.745512703019256,9.362696759978163e-05,True
22,all,SPY,1416,0.0007627724254198668,0.0010230962166004934,0.00026032379118062684,3.7624368153497727,8.756962792536032e-05,True
23,all,VTI,1416,0.000787056098550053,0.0010230962166004934,0.00023604011805044057,3.504606529462989,0.00023577320590321643,True
24,all,QQQ,1416,0.0008883705246919966,0.0010230962166004934,0.00013472569190849692,1.0854023704240872,0.1389641816394564,False
25,all,VEA,1416,0.0012966222682241667,0.0010230962166004934,-0.00027352605162367307,-2.389386375944816,0.9914965825566004,False
26,all,VUG,1416,0.0005890080484293275,0.0010230962166004934,0.000434088168171166,3.2263042680215688,0.0006413424124470586,True
27,all,GLD,1416,0.002162146702998102,0.0010230962166004934,-0.0011390504863976086,-2.629216733420127,0.9956745487835117,False
28,all,IEFA,1416,0.0010480607970286223,0.0010230962166004934,-2.4964580428128863e-05,-0.21253187110068766,0.5841386361262598,False
29,all,VTV,1416,0.0009133418401082357,0.0010230962166004934,0.00010975437649225784,0.772055112165219,0.22010535416249055,False
