Split,samples,demo_mean_training_reward,policy_mean_excess_return,policy_mean_training_reward,demo_mean_raw_return,demo_mean_excess_return,demo_mean_excess_vs_equal_weight,demo_mean_excess_vs_restricted_random,policy_mean_raw_return,policy_mean_excess_vs_equal_weight,policy_mean_excess_vs_restricted_random,mean_abs_weight_error
train,1656.0,0.008066113106906414,0.00799614004790783,0.008066113106906414,0.00853964313864708,0.00799614004790783,0.008053622208535671,0.007988032884895802,0.00853964313864708,0.008053622208535671,0.007988032884895802,0.0
validation,414.0,0.009186009876430035,0.009186896495521069,0.009186009876430035,0.009809290990233421,0.009186896495521069,0.009026835672557354,0.009111355058848858,0.009809290990233421,0.009026835672557354,0.009111355058848858,0.0
all,2070.0,0.008290092460811138,0.008234291337430477,0.008290092460811138,0.008793572895228863,0.008234291337430477,0.008248264901340008,0.008212697692215443,0.008793572895228863,0.008248264901340008,0.008212697692215443,0.0
