Ticker,policy_weight
VOO,0.10063465
IVV,0.100380056
SPY,0.10086334
VTI,0.10023261
QQQ,0.100334875
VEA,0.09753249
VUG,0.10196956
GLD,0.100410886
IEFA,0.0986052
VTV,0.09903634
