Index,universe_id,tickers,rebalance_date,forward_end,samples,selected_objective,weighted_reward,blended_excess_reward
0,0,"CHD,FSLR,FTNT,HAS,HCA,NTAP,PH,SBAC,VRT,VTR",2021-10-08,2021-10-15,1,equal_weight,-0.0018857608407248795,-0.001877903938293457
1,1,"CDNS,CHD,HAS,IBM,IQV,KKR,LH,OMC,SJM,TRV",2025-02-21,2025-02-28,1,min_variance,-7.923880815585393e-05,-7.975101470947266e-05
2,2,"BKR,ETR,FITB,GOOG,INTC,KKR,PANW,SATS,TRV,USB",2024-07-26,2024-08-02,1,min_variance,0.0060450715721383965,0.006053507328033447
3,3,"AWK,BF-B,BR,COR,FITB,HON,IBM,PAYX,PSA,TAP",2023-06-30,2023-07-07,1,equal_weight,-0.0015220772319756897,-0.0015218853950500488
4,4,"BIIB,CARR,EXE,HCA,MSI,NI,NWSA,OKE,VTR,XYL",2023-06-23,2023-06-30,1,equal_weight,-0.00242560168410505,-0.0024261474609375
5,5,"BIIB,CARR,CHD,FCX,MSI,NDAQ,NVR,SATS,VTR,WY",2025-07-25,2025-08-01,1,mean_variance,0.0049638761162877024,0.004992008209228516
6,6,"APP,BF-B,ETR,HAS,IBM,INTC,LH,PANW,PSX,TRV",2021-10-08,2021-10-15,1,mean_variance,0.010006042788485037,0.009999752044677734
7,7,"AME,ETR,FCX,GPN,HSIC,LH,LLY,SJM,TAP,TMO",2024-10-11,2024-10-18,1,min_variance,0.000347439023563933,0.00034618377685546875
8,8,"BKR,EQIX,ESS,FSLR,NI,NVR,PH,RSG,VST,WFC",2022-04-29,2022-05-06,1,mean_variance,0.009892334221302885,0.00990593433380127
9,9,"CPRT,EXE,FITB,FTNT,IBM,LH,SATS,VTR,WDC,WFC",2021-10-22,2021-10-29,1,mean_variance,0.0071594428535073406,0.007195830345153809
10,10,"APO,BIIB,CDNS,EXE,HON,LH,USB,VST,WFC,WY",2023-12-08,2023-12-15,1,mean_variance,0.012352974399428878,0.012361884117126465
11,11,"AME,BIIB,FITB,GPN,HAS,NTAP,PH,PSX,RF,TRV",2026-02-20,2026-02-27,1,min_variance,0.006446999254731784,0.006446242332458496
12,12,"APO,CDNS,CHD,GOOG,NDAQ,PH,POOL,RF,STE,TTD",2024-12-20,2024-12-27,1,min_variance,0.0005021059538379185,0.0005057454109191895
13,13,"AME,CARR,CHD,DHI,ETR,HAS,PAYX,TRV,WY,XYL",2025-01-31,2025-02-07,1,mean_variance,0.015136467284742806,0.01513737440109253
14,14,"AME,BF-B,CARR,CMS,IBM,PANW,POOL,PSX,SBAC,STE",2024-11-15,2024-11-22,1,mean_variance,-0.0005018927715194732,-0.0004999637603759766
15,15,"AME,ETR,EXE,IQV,LLY,NI,USB,VRTX,VST,XYL",2025-03-21,2025-03-28,1,min_variance,0.0031340832304065525,0.0031350255012512207
16,16,"ACGL,CDW,CHD,GS,IBM,MSI,PSA,SJM,USB,VRT",2023-11-10,2023-11-17,1,equal_weight,-0.0020433537443546148,-0.0020406246185302734
17,17,"DHI,FSLR,HSIC,LMT,NI,PSA,PSX,TTD,VST,XYL",2021-12-17,2021-12-23,1,mean_variance,0.0020979189432880465,0.0021518468856811523
18,18,"EQIX,ES,ESS,IBM,LMT,NDAQ,SJM,TTD,WY,YUM",2025-06-20,2025-06-27,1,mean_variance,0.01063523208851488,0.010657787322998047
19,19,"CARR,CDNS,CMS,FCX,FSLR,SATS,VRT,VRTX,VST,WDC",2023-07-21,2023-07-28,1,mean_variance,-0.001264370320377164,-0.0012629032135009766
20,20,"AME,APP,CHD,CMS,HSIC,MAR,NDAQ,OKE,SJM,WFC",2023-10-20,2023-10-27,1,min_variance,-1.9266998175981013e-05,-9.5367431640625e-06
21,21,"APO,CHD,EQIX,ES,IQV,LLY,POOL,SATS,TRV,XYL",2023-03-03,2023-03-10,1,min_variance,0.011127043536391459,0.011123359203338623
22,22,"APP,BF-B,BIIB,BKR,HCA,KKR,PH,SBAC,STE,VST",2022-03-25,2022-04-01,1,mean_variance,0.006980181187932026,0.006979942321777344
23,23,"CARR,MAR,MCHP,NCLH,NDAQ,NI,POOL,RF,SWK,WFC",2025-11-28,2025-12-05,1,equal_weight,-0.002357798026842139,-0.0023595094680786133
24,24,"APP,CARR,CDW,DHI,ES,HON,IQV,NCLH,NTAP,XYL",2025-03-07,2025-03-14,1,equal_weight,-0.0032065052459530298,-0.0031169652938842773
25,25,"CDW,DHI,ETR,LH,NVR,OKE,RF,TMO,VRT,VRTX",2024-07-05,2024-07-12,1,equal_weight,-0.0022238880252374894,-0.002225041389465332
26,26,"APA,AWK,CHD,EXE,LH,LLY,NI,POOL,PSA,PSX",2023-04-28,2023-05-05,1,mean_variance,0.021620146936891193,0.021614432334899902
27,27,"BF-B,CARR,LMT,MDLZ,NCLH,PANW,PSA,VRTX,VST,WDC",2025-05-23,2025-05-30,1,equal_weight,-0.0005447028763093219,-0.00052642822265625
28,28,"APO,BF-B,BIIB,ES,MAR,NCLH,PAYX,POOL,TMO,TTD",2024-01-12,2024-01-19,1,mean_variance,0.012753701436994192,0.012750983238220215
29,29,"EQIX,KKR,LH,LLY,NI,NTAP,PANW,POOL,RSG,TTD",2023-07-07,2023-07-14,1,min_variance,0.006950924049911655,0.006947517395019531
30,30,"COR,FTNT,HAS,NDAQ,OKE,OMC,POOL,PSX,RF,TRV",2023-07-21,2023-07-28,1,mean_variance,0.010194000851513667,0.010185956954956055
31,31,"BF-B,CARR,CDNS,EXE,HAS,IBM,MCHP,PSX,USB,VRT",2022-06-17,2022-06-24,1,mean_variance,0.01936353469902985,0.019368290901184082
32,32,"ACGL,CARR,GOOG,HSIC,IBM,NTAP,PH,TAP,VST,WDC",2021-10-15,2021-10-22,1,equal_weight,-0.002228491689715722,-0.002230703830718994
33,33,"ACGL,APA,BIIB,FCX,IBM,LLY,NVR,PH,STE,XYL",2024-01-26,2024-02-02,1,mean_variance,0.018405470003490302,0.01840043067932129
34,34,"APO,BKR,EXE,GPN,LLY,PANW,PH,SBAC,TMO,VTR",2025-09-19,2025-09-26,1,mean_variance,0.016928909229091408,0.016921699047088623
35,35,"APA,BF-B,CDNS,EQIX,INTC,MSI,NVR,STE,TAP,WY",2021-08-27,2021-09-03,1,mean_variance,0.004055972825068127,0.004086852073669434
36,36,"ACGL,APA,APO,CDNS,NDAQ,SBAC,SJM,VRTX,WFC,WY",2025-07-25,2025-08-01,1,mean_variance,0.01640260893506932,0.016433119773864746
37,37,"APO,BKR,CPRT,IBM,IQV,OKE,PH,SATS,SJM,VTR",2025-05-30,2025-06-06,1,mean_variance,0.005208728609103237,0.005255579948425293
38,38,"AME,APP,BIIB,CDNS,CMS,ETR,HON,PH,RSG,VST",2022-09-16,2022-09-23,1,min_variance,0.008318008517846703,0.008320331573486328
39,39,"ACGL,APO,BIIB,CHD,COR,GS,HCA,IBM,PANW,SWK",2024-06-14,2024-06-21,1,min_variance,0.0018484461632128316,0.0018488168716430664
40,40,"CARR,EQIX,FCX,HSIC,MAR,MCHP,NCLH,SBAC,VRTX,YUM",2022-02-25,2022-03-04,1,min_variance,0.021977876684743488,0.021975278854370117
41,41,"BR,CARR,GS,HON,IQV,NWSA,TRV,WDC,WFC,WY",2025-01-24,2025-01-31,1,mean_variance,0.0038312350862094173,0.0038510560989379883
42,42,"CDNS,CPRT,HAS,NCLH,NDAQ,NTAP,SJM,TTD,VTR,WY",2024-10-18,2024-10-25,1,mean_variance,0.011468168729927165,0.011464893817901611
43,43,"BF-B,FSLR,MAR,MCHP,MSI,NDAQ,NWSA,OMC,PANW,VST",2023-02-03,2023-02-10,1,min_variance,0.01313565151669919,0.013138413429260254
44,44,"CARR,FTNT,KKR,LH,MDLZ,MSI,POOL,SATS,USB,VRT",2021-09-03,2021-09-10,1,equal_weight,-0.0011185729335541719,-0.0011188387870788574
45,45,"APO,APP,AWK,BKR,GPN,IQV,RSG,TMO,TRV,VST",2026-02-13,2026-02-20,1,equal_weight,-0.0016815692549009414,-0.001662135124206543
46,46,"AME,APP,EXE,HSIC,PAYX,PH,SJM,TAP,TMO,YUM",2023-07-14,2023-07-21,1,min_variance,0.004337641497644182,0.004340648651123047
47,47,"AWK,FITB,HON,HSIC,INTC,PH,PSX,RSG,TTD,VST",2025-09-26,2025-10-03,1,equal_weight,-0.0025935705471742546,-0.002570509910583496
48,48,"CDW,CMS,HON,IBM,LH,PAYX,TAP,VST,WDC,WFC",2024-09-06,2024-09-13,1,equal_weight,-0.0031510297010913877,-0.0031453371047973633
49,49,"APO,BF-B,FITB,GS,HON,IBM,INTC,PSX,SATS,STE",2025-03-07,2025-03-14,1,equal_weight,-0.002016693521820724,-0.0020151734352111816
50,50,"APO,CMS,CPRT,ETR,KKR,NCLH,NDAQ,PSA,WDC,WY",2025-01-31,2025-02-07,1,min_variance,0.01083530580568022,0.010831117630004883
51,51,"APP,GS,LLY,NDAQ,NI,NVR,PSA,RF,XYL,YUM",2022-04-22,2022-04-29,1,risk_parity,-0.0009591977639600267,-0.0009525418281555176
52,52,"BR,FCX,GOOG,HON,KKR,NDAQ,NVR,PAYX,SBAC,USB",2023-02-17,2023-02-24,1,mean_variance,0.012939332501652455,0.01293957233428955
53,53,"ACGL,AME,CHD,GOOG,GPN,HAS,NI,TMO,VRTX,WDC",2023-08-18,2023-08-25,1,mean_variance,0.01042682661054462,0.010436058044433594
54,54,"ACGL,CARR,CHD,ETR,HCA,MAR,MCHP,MDLZ,PH,WFC",2023-10-13,2023-10-20,1,min_variance,0.007233451448109504,0.007230043411254883
55,55,"ETR,IQV,KKR,NDAQ,NI,PANW,RSG,SWK,TTD,VST",2021-07-23,2021-07-30,1,mean_variance,0.00038842976680712683,0.0004080533981323242
56,56,"BIIB,CDNS,EXE,HAS,NDAQ,PSA,STE,USB,VST,WY",2024-01-12,2024-01-19,1,equal_weight,-0.0013262033476273772,-0.0013272762298583984
57,57,"ES,FSLR,HON,INTC,SJM,STE,TRV,VRTX,WDC,WFC",2022-02-04,2022-02-11,1,min_variance,0.001513057145937949,0.001520395278930664
58,58,"APA,APO,APP,DHI,GPN,GS,HON,RSG,SWK,VTR",2025-01-03,2025-01-10,1,min_variance,0.019139761588759727,0.019140243530273438
59,59,"APO,BKR,EQIX,GPN,NVR,OMC,PANW,RF,TTD,VTR",2024-09-13,2024-09-20,1,equal_weight,-0.003342256179115586,-0.0033415555953979492
60,60,"APA,EQIX,ES,GS,HSIC,NDAQ,OKE,PAYX,TMO,WFC",2025-11-21,2025-11-28,1,equal_weight,-0.0005520596869412512,-0.000552058219909668
61,61,"BF-B,BKR,CMS,ESS,GPN,HCA,MAR,PANW,TAP,TMO",2025-01-03,2025-01-10,1,mean_variance,0.011312696551795868,0.011308372020721436
62,62,"BR,CARR,CMS,ETR,GS,LLY,MSI,PH,TRV,XYL",2023-02-24,2023-03-03,1,equal_weight,-0.0006858099292834447,-0.0006804466247558594
63,63,"AME,AWK,BF-B,BIIB,BR,COR,FITB,GOOG,MDLZ,WFC",2026-02-06,2026-02-13,1,min_variance,-7.016009315725306e-05,-3.784894943237305e-05
64,64,"ETR,GOOG,HAS,KKR,LMT,PAYX,TRV,TTD,USB,VTR",2023-05-12,2023-05-19,1,equal_weight,-0.0025848456486239867,-0.0025783777236938477
65,65,"AME,COR,EQIX,EXE,FCX,FSLR,MCHP,NCLH,NTAP,SWK",2022-12-09,2022-12-16,1,mean_variance,0.002271579541565248,0.0022750496864318848
66,66,"HON,IQV,MCHP,NDAQ,NI,POOL,PSA,SWK,VTR,XYL",2025-10-17,2025-10-24,1,equal_weight,-0.001081494676962808,-0.0010192394256591797
67,67,"BIIB,CDW,FCX,FITB,HON,LMT,MAR,NVR,SATS,VTR",2023-03-03,2023-03-10,1,mean_variance,0.00877716947736849,0.008771717548370361
68,68,"APA,APO,APP,DHI,ESS,INTC,LMT,MCHP,SJM,VTR",2021-09-17,2021-09-24,1,mean_variance,0.0034083560277388715,0.0034700632095336914
