Split,samples,demo_mean_excess_return,policy_mean_excess_return,demo_mean_raw_return,policy_mean_raw_return,mean_abs_weight_error
train,204.0,0.0054228780791163445,0.0031139447819441557,0.008313060738146305,0.005993987899273634,0.17526467144489288
validation,52.0,0.004568594507873058,0.006702748592942953,0.002212174702435732,0.004334034863859415,0.17473790049552917
all,256.0,0.005249351728707552,0.004715270362794399,0.007073818705976009,0.006529159843921661,0.17103514075279236
