Ticker,policy_weight
ASSET_01,0.0015216545
ASSET_02,0.49391612
ASSET_03,0.0015216545
ASSET_04,0.49391064
ASSET_05,0.0015216545
ASSET_06,0.0015216545
ASSET_07,0.0015216545
ASSET_08,0.0015216545
ASSET_09,0.0015216545
ASSET_10,0.0015216545
