Split,benchmark_component,equal_weight_component,restricted_random_component,markowitz_component,raw_return_component,significance_component,significance_bonus,weight_error_penalty,composite_score
train,-1.5657108435389562,1.783520678136111,1.8811633299234516,2.4585699829151775,6.4761776870369845,3.3100113881432542,2.5,2.8009935468435287,14.04273867577249
validation,9.245756351719766,-0.030946706869330758,-4.227814628382308,5.81021640771347,6.307916662579158,0.39145689832179875,0.0,1.907699927687645,15.588885057394911
all,0.7501096092472342,1.4069396305778326,0.5915318047033654,3.1685383137012915,6.441627686382124,3.2640993638740814,2.5,2.6148904860019684,15.507955922483958
