Ticker,weight
VOO,0.09531813601650771
IVV,0.09415874454385949
SPY,0.09088877033474965
VTI,0.0906598522397662
QQQ,0.07866187742352136
VEA,0.10031957486830251
VUG,0.08000613328699084
GLD,0.14479905820537767
IEFA,0.1014159374259864
VTV,0.12377191565493821
