Portfolio,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio
portfolio,0.14970132048357598,0.1285856288625303,1.164215020044116,1.4994170534619369,-0.20299587369732774,0.7374599185537369
equal_weight,0.1572456745799311,0.14494684512117822,1.0848506185041202,1.3741593723313903,-0.22967872148376023,0.6846331848422859
benchmark,0.1327314761657401,0.17938896061461126,0.739908831128648,0.8986871910381606,-0.337172517372782,0.39366042404633644
