CovarianceEstimator,trace,condition_number,average_variance
historical,0.10442059201100747,30.900067539704633,0.034806864003669155
ledoit_wolf,0.10438368123263665,26.910260411274415,0.03479456041087888
ewma,0.2061143123175254,203.5373406291065,0.06870477077250846
